tab	specimens
aniso_f	aniso_l	aniso_p	aniso_s	aniso_s_n_measurements	aniso_t	aniso_type	azimuth	citations	contribution_id	critical_temp	critical_temp_high	critical_temp_low	critical_temp_mineral	critical_temp_type	description	dip	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	hyst_bc	hyst_bc_offset	hyst_bcr	hyst_loop	hyst_mr_mass	hyst_ms_mass	hyst_xhf	igsn	igsn_parent	instrument_codes	int_corr	meas_orient_phi	meas_orient_theta	meas_step_max	meas_step_min	meas_step_unit	meas_temp	method_codes	mineral_type	rem_hirm_mass	rem_sratio	rem_sratio_back	rem_sratio_forward	result_quality	row_id	sample	software_packages	specimen	synthetic_alternatives	volume	weight
								This study									hc	9.6	271.6	54.2	9.5	2.0	6.0	0.0	NED6-6b_LP-DIR-AF										hargrave 2018-09-28 22:17:36	u			0.13	0.08	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED6-6	pmagpy-4.2.25: demag_gui	NED6-6b			
								This study									mc	20.8	212.7	69.0	4.5	2.0	8.0	0.0	NED6-6b_LP-DIR-AF										hargrave 2018-09-28 22:17:36	u			0.045	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED6-6	pmagpy-4.2.25: demag_gui	NED6-6b			
								This study																																			LP-NOMAG								NED6-6		NED6-6b			
								This study									hc	0.0	288.2	51.2	7.7	2.0	3.0	-1.0	NED6-7b_LP-DIR-AF										hargrave 2018-09-28 23:00:10	u			0.13	0.11	T		LP-DIR-AF:DE-BFL-A:DA-DIR						g		NED6-7	pmagpy-4.2.25: demag_gui	NED6-7b			
								This study									hc	0.0	269.4	45.2	7.7	2.0	3.0	0.0	NED6-7b_LP-DIR-AF										hargrave 2018-09-28 23:00:10	u			0.13	0.11	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						g		NED6-7	pmagpy-4.2.25: demag_gui	NED6-7b			
								This study									mc	18.6	213.6	66.1	2.5	2.0	5.0	-1.0	NED6-7b_LP-DIR-AF										hargrave 2018-09-28 23:00:10	u			0.0125	0.004	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED6-7	pmagpy-4.2.25: demag_gui	NED6-7b			
								This study									mc	18.6	211.6	75.7	2.5	2.0	5.0	0.0	NED6-7b_LP-DIR-AF										hargrave 2018-09-28 23:00:10	u			0.0125	0.004	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED6-7	pmagpy-4.2.25: demag_gui	NED6-7b			
								This study																																			LP-NOMAG								NED6-7		NED6-7b			
								This study									hc	0.0	142.9	26.5	5.1	2.0	3.0	-1.0	NED6-8b_LP-DIR-AF										hargrave 2018-09-28 23:42:41	u			0.13	0.11	T		LP-DIR-AF:DE-BFL-A:DA-DIR						g		NED6-8	pmagpy-4.2.25: demag_gui	NED6-8b			
								This study									hc	0.0	274.8	41.5	5.1	2.0	3.0	0.0	NED6-8b_LP-DIR-AF										hargrave 2018-09-28 23:42:41	u			0.13	0.11	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						g		NED6-8	pmagpy-4.2.25: demag_gui	NED6-8b			
								This study									mc	29.9	131.9	80.2	2.1	2.0	7.0	-1.0	NED6-8b_LP-DIR-AF										hargrave 2018-09-28 23:42:41	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED6-8	pmagpy-4.2.25: demag_gui	NED6-8b			
								This study									mc	29.9	169.7	74.8	2.1	2.0	7.0	0.0	NED6-8b_LP-DIR-AF										hargrave 2018-09-28 23:42:41	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED6-8	pmagpy-4.2.25: demag_gui	NED6-8b			
								This study																																			LP-NOMAG								NED6-8		NED6-8b			
								This study									hc	0.0	134.7	38.6	4.1	2.0	3.0	-1.0	NED6-9b_LP-DIR-AF										hargrave 2018-09-29 00:25:28	u			0.13	0.11	T		LP-DIR-AF:DE-BFL-A:DA-DIR						g		NED6-9	pmagpy-4.2.25: demag_gui	NED6-9b			
								This study									hc	0.0	269.7	49.2	4.1	2.0	3.0	0.0	NED6-9b_LP-DIR-AF										hargrave 2018-09-29 00:25:28	u			0.13	0.11	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						g		NED6-9	pmagpy-4.2.25: demag_gui	NED6-9b			
								This study									mc	30.2	99.4	84.4	2.4	2.0	6.0	-1.0	NED6-9b_LP-DIR-AF										hargrave 2018-09-29 00:25:28	u			0.0125	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED6-9	pmagpy-4.2.25: demag_gui	NED6-9b			
								This study									mc	30.2	167.2	73.0	2.4	2.0	6.0	0.0	NED6-9b_LP-DIR-AF										hargrave 2018-09-29 00:25:28	u			0.0125	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED6-9	pmagpy-4.2.25: demag_gui	NED6-9b			
								This study																																			LP-NOMAG								NED6-9		NED6-9b			
								This study									mc	9.5	184.2	50.8	4.1	2.0	5.0	-1.0	NED7-1b_LP-DIR-AF										hargrave 2018-09-29 01:08:25	u			0.09	0.065	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED7-1	pmagpy-4.2.25: demag_gui	NED7-1b			
								This study									lc	133.7	357.9	-23.7	2.8	2.0	6.0	-1.0	NED7-1b_LP-DIR-AF										hargrave 2018-09-29 01:08:25	u			0.0075	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED7-1	pmagpy-4.2.25: demag_gui	NED7-1b			
								This study									lc	133.7	22.6	-58.7	2.8	2.0	6.0	0.0	NED7-1b_LP-DIR-AF										hargrave 2018-09-29 01:08:25	u			0.0075	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED7-1	pmagpy-4.2.25: demag_gui	NED7-1b			
								This study									mc	9.5	239.0	85.1	4.1	2.0	5.0	0.0	NED7-1b_LP-DIR-AF										hargrave 2018-09-29 01:08:25	u			0.09	0.065	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED7-1	pmagpy-4.2.25: demag_gui	NED7-1b			
								This study																																			LP-NOMAG								NED7-1		NED7-1b			
								This study									mc	3.6	227.4	78.6	2.9	1.0	12.0	-1.0	NED7-2b_LP-DIR-AF										hargrave 2018-09-29 01:52:25	u			0.13	0.05	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED7-2	pmagpy-4.2.25: demag_gui	NED7-2b			
								This study									mc	3.6	289.2	77.6	2.9	1.0	12.0	0.0	NED7-2b_LP-DIR-AF										hargrave 2018-09-29 01:52:25	u			0.13	0.05	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED7-2	pmagpy-4.2.25: demag_gui	NED7-2b			
								This study																																			LP-NOMAG								NED7-2		NED7-2b			
								This study									lc	15.3	323.8	-0.5	2.6	2.0	5.0	-1.0	NED7-3b_LP-DIR-AF										hargrave 2018-09-29 02:35:03	u			0.015	0.005	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED7-3	pmagpy-4.2.25: demag_gui	NED7-3b			
								This study									mc	6.6	188.9	57.0	4.9	2.0	6.0	-1.0	NED7-3b_LP-DIR-AF										hargrave 2018-09-29 02:35:03	u			0.08	0.055	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED7-3	pmagpy-4.2.25: demag_gui	NED7-3b			
								This study									lc	15.3	351.8	-24.2	2.6	2.0	5.0	0.0	NED7-3b_LP-DIR-AF										hargrave 2018-09-29 02:35:03	u			0.015	0.005	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED7-3	pmagpy-4.2.25: demag_gui	NED7-3b			
								This study									mc	6.6	273.1	84.5	4.9	2.0	6.0	0.0	NED7-3b_LP-DIR-AF										hargrave 2018-09-29 02:35:03	u			0.08	0.055	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED7-3	pmagpy-4.2.25: demag_gui	NED7-3b			
								This study																																			LP-NOMAG								NED7-3		NED7-3b			
								This study									mc	6.1	207.8	77.6	1.3	2.0	5.0	-1.0	NED7-4b_LP-DIR-AF										hargrave 2018-09-29 03:17:30	u			0.09	0.065	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED7-4	pmagpy-4.2.25: demag_gui	NED7-4b			
								This study									lc	8.8	36.5	-15.6	0.7	2.0	4.0	-1.0	NED7-4b_LP-DIR-AF										hargrave 2018-09-29 03:17:30	u			0.0125	0.005	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED7-4	pmagpy-4.2.25: demag_gui	NED7-4b			
								This study									mc	6.1	283.5	79.3	1.3	2.0	5.0	0.0	NED7-4b_LP-DIR-AF										hargrave 2018-09-29 03:17:30	u			0.09	0.065	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED7-4	pmagpy-4.2.25: demag_gui	NED7-4b			
								This study									lc	8.8	358.3	-31.1	0.7	2.0	4.0	0.0	NED7-4b_LP-DIR-AF										hargrave 2018-09-29 03:17:30	u			0.0125	0.005	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED7-4	pmagpy-4.2.25: demag_gui	NED7-4b			
								This study																																			LP-NOMAG								NED7-4		NED7-4b			
								This study									lc	17.1	23.8	-12.8	0.9	1.0	5.0	-1.0	NED7-5b_LP-DIR-AF										hargrave 2018-09-29 03:59:47	u			0.02	0.01	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED7-5	pmagpy-4.2.25: demag_gui	NED7-5b			
								This study									lc	17.1	0.3	-22.8	0.9	1.0	5.0	0.0	NED7-5b_LP-DIR-AF										hargrave 2018-09-29 03:59:47	u			0.02	0.01	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED7-5	pmagpy-4.2.25: demag_gui	NED7-5b			
								This study																																			LP-NOMAG								NED7-5		NED7-5b			
								This study																																			LP-NOMAG								NED7-6		NED7-6b			
								This study									lc	24.3	346.3	9.9	0.8	1.0	4.0	-1.0	NED7-7b_LP-DIR-AF										hargrave 2018-09-29 05:25:37	u			0.015	0.0075	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED7-7	pmagpy-4.2.25: demag_gui	NED7-7b			
								This study									lc	24.3	352.9	-10.5	0.8	1.0	4.0	0.0	NED7-7b_LP-DIR-AF										hargrave 2018-09-29 05:25:37	u			0.015	0.0075	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED7-7	pmagpy-4.2.25: demag_gui	NED7-7b			
								This study																																			LP-NOMAG								NED7-7		NED7-7b			
								This study									lc	37.1	303.8	1.5	0.6	2.0	5.0	-1.0	NED7-8b_LP-DIR-AF										hargrave 2018-09-29 06:08:04	u			0.02	0.01	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED7-8	pmagpy-4.2.25: demag_gui	NED7-8b			
								This study									mc	7.7	189.6	63.8	1.6	2.0	4.0	-1.0	NED7-8b_LP-DIR-AF										hargrave 2018-09-29 06:08:04	u			0.075	0.06	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED7-8	pmagpy-4.2.25: demag_gui	NED7-8b			
								This study									mc	7.7	237.9	76.5	1.6	2.0	4.0	0.0	NED7-8b_LP-DIR-AF										hargrave 2018-09-29 06:08:04	u			0.075	0.06	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED7-8	pmagpy-4.2.25: demag_gui	NED7-8b			
								This study									lc	37.1	342.9	-5.7	0.6	2.0	5.0	0.0	NED7-8b_LP-DIR-AF										hargrave 2018-09-29 06:08:04	u			0.02	0.01	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED7-8	pmagpy-4.2.25: demag_gui	NED7-8b			
								This study																																			LP-NOMAG								NED7-8		NED7-8b			
								This study									mc	6.1	198.5	4.2	1.3	1.0	7.0	-1.0	NED8-1b_LP-DIR-AF										hargrave 2018-09-29 06:50:16	u			0.06	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED8-1	pmagpy-4.2.25: demag_gui	NED8-1b			
								This study									mc	6.1	194.1	71.4	1.3	1.0	7.0	0.0	NED8-1b_LP-DIR-AF										hargrave 2018-09-29 06:50:16	u			0.06	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED8-1	pmagpy-4.2.25: demag_gui	NED8-1b			
								This study																																			LP-NOMAG								NED8-1		NED8-1b			
								This study									mc	10.3	186.9	2.8	1.7	1.0	7.0	-1.0	NED8-2b_LP-DIR-AF										hargrave 2018-09-29 07:32:48	u			0.06	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED8-2	pmagpy-4.2.25: demag_gui	NED8-2b			
								This study									mc	10.3	201.7	83.1	1.7	1.0	7.0	0.0	NED8-2b_LP-DIR-AF										hargrave 2018-09-29 07:32:48	u			0.06	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED8-2	pmagpy-4.2.25: demag_gui	NED8-2b			
								This study																																			LP-NOMAG								NED8-2		NED8-2b			
								This study									hc	0.0	180.7	36.4	2.6	2.0	5.0	-1.0	NED8-3b_LP-DIR-AF										hargrave 2018-09-29 08:15:46	u			0.13	0.09	T		LP-DIR-AF:DE-BFL-A:DA-DIR						g		NED8-3	pmagpy-4.2.25: demag_gui	NED8-3b			
								This study									hc	0.0	282.9	52.6	2.6	2.0	5.0	0.0	NED8-3b_LP-DIR-AF										hargrave 2018-09-29 08:15:46	u			0.13	0.09	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						g		NED8-3	pmagpy-4.2.25: demag_gui	NED8-3b			
								This study									mc	12.0	189.9	0.5	1.0	2.0	9.0	-1.0	NED8-3b_LP-DIR-AF										hargrave 2018-09-29 08:15:46	u			0.07	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED8-3	pmagpy-4.2.25: demag_gui	NED8-3b			
								This study									mc	12.0	202.2	80.0	1.0	2.0	9.0	0.0	NED8-3b_LP-DIR-AF										hargrave 2018-09-29 08:15:46	u			0.07	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED8-3	pmagpy-4.2.25: demag_gui	NED8-3b			
								This study																																			LP-NOMAG								NED8-3		NED8-3b			
								This study									hc	0.0	186.7	53.5	4.4	2.0	5.0	-1.0	NED8-4b_LP-DIR-AF										hargrave 2018-09-29 09:00:12	u			0.13	0.09	T		LP-DIR-AF:DE-BFL-A:DA-DIR						g		NED8-4	pmagpy-4.2.25: demag_gui	NED8-4b			
								This study									hc	0.0	279.1	47.2	4.4	2.0	5.0	0.0	NED8-4b_LP-DIR-AF										hargrave 2018-09-29 09:00:12	u			0.13	0.09	T		LP-DIR-AF:DE-BFL-A:DA-DIR-GEO						g		NED8-4	pmagpy-4.2.25: demag_gui	NED8-4b			
								This study									mc	18.6	191.2	12.9	1.6	2.0	5.0	-1.0	NED8-4b_LP-DIR-AF										hargrave 2018-09-29 09:00:12	u			0.06	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED8-4	pmagpy-4.2.25: demag_gui	NED8-4b			
								This study									mc	18.6	205.7	78.8	1.6	2.0	5.0	0.0	NED8-4b_LP-DIR-AF										hargrave 2018-09-29 09:00:12	u			0.06	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED8-4	pmagpy-4.2.25: demag_gui	NED8-4b			
								This study																																			LP-NOMAG								NED8-4		NED8-4b			
								This study									lc	21.3	165.3	21.3	10.3	2.0	7.0	-1.0	NED8-5b_LP-DIR-AF										hargrave 2018-09-29 09:42:39	u			0.0125	0.002	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED8-5	pmagpy-4.2.25: demag_gui	NED8-5b			
								This study									mc	11.1	191.5	11.6	2.1	2.0	5.0	-1.0	NED8-5b_LP-DIR-AF										hargrave 2018-09-29 09:42:39	u			0.06	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED8-5	pmagpy-4.2.25: demag_gui	NED8-5b			
								This study									lc	21.3	330.5	71.9	10.3	2.0	7.0	0.0	NED8-5b_LP-DIR-AF										hargrave 2018-09-29 09:42:39	u			0.0125	0.002	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED8-5	pmagpy-4.2.25: demag_gui	NED8-5b			
								This study									mc	11.1	199.8	78.6	2.1	2.0	5.0	0.0	NED8-5b_LP-DIR-AF										hargrave 2018-09-29 09:42:39	u			0.06	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED8-5	pmagpy-4.2.25: demag_gui	NED8-5b			
								This study																																			LP-NOMAG								NED8-5		NED8-5b			
								This study									lc	29.5	158.9	23.4	8.2	2.0	7.0	-1.0	NED8-6b_LP-DIR-AF										hargrave 2018-09-29 10:25:17	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED8-6	pmagpy-4.2.25: demag_gui	NED8-6b			
								This study									mc	11.8	188.7	6.2	1.7	2.0	8.0	-1.0	NED8-6b_LP-DIR-AF										hargrave 2018-09-29 10:25:17	u			0.08	0.045	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED8-6	pmagpy-4.2.25: demag_gui	NED8-6b			
								This study									lc	29.5	335.6	62.6	8.2	2.0	7.0	0.0	NED8-6b_LP-DIR-AF										hargrave 2018-09-29 10:25:17	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED8-6	pmagpy-4.2.25: demag_gui	NED8-6b			
								This study									mc	11.8	207.9	81.2	1.7	2.0	8.0	0.0	NED8-6b_LP-DIR-AF										hargrave 2018-09-29 10:25:17	u			0.08	0.045	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED8-6	pmagpy-4.2.25: demag_gui	NED8-6b			
								This study																																			LP-NOMAG								NED8-6		NED8-6b			
								This study									mc	5.8	194.4	25.8	2.5	1.0	5.0	-1.0	NED8-7b_LP-DIR-AF										hargrave 2018-09-29 11:09:19	u			0.07	0.05	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED8-7	pmagpy-4.2.25: demag_gui	NED8-7b			
								This study									mc	5.8	211.7	77.0	2.5	1.0	5.0	0.0	NED8-7b_LP-DIR-AF										hargrave 2018-09-29 11:09:19	u			0.07	0.05	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED8-7	pmagpy-4.2.25: demag_gui	NED8-7b			
								This study																																			LP-NOMAG								NED8-7		NED8-7b			
								This study									mc	10.2	274.2	23.1	1.5	1.0	5.0	-1.0	NED8-8b_LP-DIR-AF										hargrave 2018-09-29 11:52:07	u			0.06	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED8-8	pmagpy-4.2.25: demag_gui	NED8-8b			
								This study									mc	10.2	223.7	5.6	1.5	1.0	5.0	0.0	NED8-8b_LP-DIR-AF										hargrave 2018-09-29 11:52:07	u			0.06	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED8-8	pmagpy-4.2.25: demag_gui	NED8-8b			
								This study																																			LP-NOMAG								NED8-8		NED8-8b			
								This study									lc	28.9	213.1	31.7	2.9	2.0	6.0	-1.0	NED9-1b_LP-DIR-AF										hargrave 2018-10-05 17:56:35	u			0.0075	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED9-1	pmagpy-4.2.25: demag_gui	NED9-1b			
								This study									mc	2.9	172.3	42.7	1.1	2.0	11.0	-1.0	NED9-1b_LP-DIR-AF										hargrave 2018-10-05 17:56:35	u			0.07	0.025	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED9-1	pmagpy-4.2.25: demag_gui	NED9-1b			
								This study									mc	2.9	11.2	79.4	1.1	2.0	11.0	0.0	NED9-1b_LP-DIR-AF										hargrave 2018-10-05 17:56:35	u			0.07	0.025	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED9-1	pmagpy-4.2.25: demag_gui	NED9-1b			
								This study									lc	28.9	253.5	62.2	2.9	2.0	6.0	0.0	NED9-1b_LP-DIR-AF										hargrave 2018-10-05 17:56:35	u			0.0075	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED9-1	pmagpy-4.2.25: demag_gui	NED9-1b			
								This study																																			LP-NOMAG								NED9-1		NED9-1b			
								This study									mc	11.2	190.8	37.6	2.0	2.0	6.0	-1.0	NED9-2b_LP-DIR-AF										hargrave 2018-10-05 18:40:44	u			0.055	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED9-2	pmagpy-4.2.25: demag_gui	NED9-2b			
								This study									lc	15.5	219.8	16.5	1.0	2.0	5.0	-1.0	NED9-2b_LP-DIR-AF										hargrave 2018-10-05 18:40:44	u			0.005	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED9-2	pmagpy-4.2.25: demag_gui	NED9-2b			
								This study									mc	11.2	213.1	77.6	2.0	2.0	6.0	0.0	NED9-2b_LP-DIR-AF										hargrave 2018-10-05 18:40:44	u			0.055	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED9-2	pmagpy-4.2.25: demag_gui	NED9-2b			
								This study									lc	15.5	229.6	45.2	1.0	2.0	5.0	0.0	NED9-2b_LP-DIR-AF										hargrave 2018-10-05 18:40:44	u			0.005	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED9-2	pmagpy-4.2.25: demag_gui	NED9-2b			
								This study																																			LP-NOMAG								NED9-2		NED9-2b			
								This study									mc	15.6	191.7	16.2	6.9	2.0	9.0	-1.0	NED9-3b_LP-DIR-AF										hargrave 2018-10-05 19:25:10	u			0.08	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED9-3	pmagpy-4.2.25: demag_gui	NED9-3b			
								This study									lc	26.9	255.7	-1.0	0.9	2.0	4.0	-1.0	NED9-3b_LP-DIR-AF										hargrave 2018-10-05 19:25:10	u			0.005	0.002	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED9-3	pmagpy-4.2.25: demag_gui	NED9-3b			
								This study									lc	26.9	245.2	10.6	0.9	2.0	4.0	0.0	NED9-3b_LP-DIR-AF										hargrave 2018-10-05 19:25:10	u			0.005	0.002	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED9-3	pmagpy-4.2.25: demag_gui	NED9-3b			
								This study									mc	15.6	193.4	65.8	6.9	2.0	9.0	0.0	NED9-3b_LP-DIR-AF										hargrave 2018-10-05 19:25:10	u			0.08	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED9-3	pmagpy-4.2.25: demag_gui	NED9-3b			
								This study																																			LP-NOMAG								NED9-3		NED9-3b			
								This study									lc	35.9	265.5	3.5	0.5	2.0	3.0	-1.0	NED9-4b_LP-DIR-AF										hargrave 2018-10-05 20:07:56	u			0.005	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED9-4	pmagpy-4.2.25: demag_gui	NED9-4b			
								This study									mc	11.7	183.2	23.6	4.7	2.0	9.0	-1.0	NED9-4b_LP-DIR-AF										hargrave 2018-10-05 20:07:56	u			0.07	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED9-4	pmagpy-4.2.25: demag_gui	NED9-4b			
								This study									lc	35.9	252.4	5.7	0.5	2.0	3.0	0.0	NED9-4b_LP-DIR-AF										hargrave 2018-10-05 20:07:56	u			0.005	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED9-4	pmagpy-4.2.25: demag_gui	NED9-4b			
								This study									mc	11.7	171.8	70.5	4.7	2.0	9.0	0.0	NED9-4b_LP-DIR-AF										hargrave 2018-10-05 20:07:56	u			0.07	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED9-4	pmagpy-4.2.25: demag_gui	NED9-4b			
								This study																																			LP-NOMAG								NED9-4		NED9-4b			
								This study									mc	7.6	174.5	17.0	2.5	2.0	6.0	-1.0	NED9-5b_LP-DIR-AF										hargrave 2018-10-05 20:50:28	u			0.05	0.0275	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED9-5	pmagpy-4.2.25: demag_gui	NED9-5b			
								This study									lc	131.0	55.0	-26.0	6.5	2.0	4.0	-1.0	NED9-5b_LP-DIR-AF										hargrave 2018-10-05 20:50:28	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED9-5	pmagpy-4.2.25: demag_gui	NED9-5b			
								This study									lc	131.0	114.4	-42.6	6.5	2.0	4.0	0.0	NED9-5b_LP-DIR-AF										hargrave 2018-10-05 20:50:28	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED9-5	pmagpy-4.2.25: demag_gui	NED9-5b			
								This study									mc	7.6	192.0	65.6	2.5	2.0	6.0	0.0	NED9-5b_LP-DIR-AF										hargrave 2018-10-05 20:50:28	u			0.05	0.0275	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED9-5	pmagpy-4.2.25: demag_gui	NED9-5b			
								This study																																			LP-NOMAG								NED9-5		NED9-5b			
								This study									lc	50.7	58.7	36.5	1.0	2.0	3.0	-1.0	NED9-6b_LP-DIR-AF										hargrave 2018-10-05 21:35:43	u			0.005	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED9-6	pmagpy-4.2.25: demag_gui	NED9-6b			
								This study									mc	8.6	188.4	7.2	3.9	2.0	13.0	-1.0	NED9-6b_LP-DIR-AF										hargrave 2018-10-05 21:35:43	u			0.07	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED9-6	pmagpy-4.2.25: demag_gui	NED9-6b			
								This study									mc	8.6	225.5	66.8	3.9	2.0	13.0	0.0	NED9-6b_LP-DIR-AF										hargrave 2018-10-05 21:35:43	u			0.07	0.02	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED9-6	pmagpy-4.2.25: demag_gui	NED9-6b			
								This study									lc	50.7	67.5	-4.4	1.0	2.0	3.0	0.0	NED9-6b_LP-DIR-AF										hargrave 2018-10-05 21:35:43	u			0.005	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED9-6	pmagpy-4.2.25: demag_gui	NED9-6b			
								This study																																			LP-NOMAG								NED9-6		NED9-6b			
								This study									lc	38.9	321.5	76.6	0.6	2.0	6.0	-1.0	NED9-7b_LP-DIR-AF										hargrave 2018-10-05 22:18:34	u			0.005	0.0	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED9-7	pmagpy-4.2.25: demag_gui	NED9-7b			
								This study									mc	7.5	158.6	37.8	2.2	2.0	11.0	-1.0	NED9-7b_LP-DIR-AF										hargrave 2018-10-05 22:18:34	u			0.05	0.015	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED9-7	pmagpy-4.2.25: demag_gui	NED9-7b			
								This study									mc	7.5	166.6	73.2	2.2	2.0	11.0	0.0	NED9-7b_LP-DIR-AF										hargrave 2018-10-05 22:18:34	u			0.05	0.015	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED9-7	pmagpy-4.2.25: demag_gui	NED9-7b			
								This study									lc	38.9	66.4	29.1	0.6	2.0	6.0	0.0	NED9-7b_LP-DIR-AF										hargrave 2018-10-05 22:18:34	u			0.005	0.0	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED9-7	pmagpy-4.2.25: demag_gui	NED9-7b			
								This study																																			LP-NOMAG								NED9-7		NED9-7b			
								This study									lc	18.3	244.7	54.1	0.3	2.0	5.0	-1.0	NED9-8b_LP-DIR-AF										hargrave 2018-10-05 23:01:10	u			0.004	0.0	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED9-8	pmagpy-4.2.25: demag_gui	NED9-8b			
